"estimator","mean_estimate","bias","bias_pct","rmse","rmse_pct","variance"
"RD_optimal",0.556400563434476,0.0557525041079471,11.1360671572252,0.386527657611147,77.2054640801173,0.146309919375991
"RD_half_bw",0.557304576101845,0.0566565167753164,11.3166356525042,0.52875904668675,105.614919869666,0.276403808940863
"RD_double_bw",0.554682307415286,0.0540342480887575,10.7928607895623,0.27611846912884,55.1522100176068,0.0733290419317299
"CF_ate",0.50899661744386,0.00834855811733126,1.66755028044286,0.0507270329222976,10.1322739551883,0.00250378382484389
"CF_att",0.591347610455193,0.0906995511286643,18.1164291839408,0.102633479029311,20.500125211186,0.00230745318803762
"CF_hybrid_ate",0.535297183364429,0.0346491240379005,6.92085455889124,0.0656230776897339,13.1076264987444,0.00310613714259328
"CF_hybrid_att",0.593350610961933,0.0927025516354046,18.5165107321315,0.106283230552933,21.2291306383779,0.00270263228028099
