"true_te","true_att","rd_optimal","rd_half","rd_double","rd_bandwidth","rd_optimal_se","rd_half_se","rd_double_se","cf_ate","cf_ate_se","cf_att","cf_att_se","cf_hybrid_ate","cf_hybrid_ate_se","cf_hybrid_att","cf_hybrid_att_se","n_treated","n_control","het_slope","latent_corr"
0.500648059326528,0.583910853694348,0.776850215566597,0.499216606387089,0.942166135935277,0.773201725765879,0.305185689672087,0.364138933974975,0.255208646278922,0.549208040734799,0.0517887991629406,0.632109744630626,0.0488142102262719,0.579809147601954,0.0283146363290334,0.628093229834989,0.0517149144477045,600,4400,0.3,0
0.50436250758616,0.596847361334312,0.798589400980828,0.789117931700095,0.989861043495613,0.798267842861658,0.430632049671896,0.812787962963525,0.283403762257513,0.494014284616973,0.0507542732950634,0.587415082940128,0.0474650243064171,0.53857262858079,0.029923441710811,0.569303892346006,0.050389417656163,648,4352,0.3,0
0.50499332975089,0.603041056768358,0.71047166525463,0.456022006092581,0.686439881510206,0.758024573105558,0.320148791137824,0.431308591618209,0.245854352430973,0.578990452009967,0.0478910098451416,0.658532118874796,0.0472784794550739,0.587847334571879,0.0276648764249692,0.651847506674307,0.0510433762109568,664,4336,0.3,0
0.498046040501652,0.5924048932062,0.962919705468676,0.95335390839312,0.829959174537695,0.782817419009412,0.326136780566344,0.400411904467441,0.250265032279874,0.572677427959708,0.0528487305872945,0.679487891979964,0.0486611863948763,0.629494839185502,0.0294959825816932,0.705365864670471,0.0517479698617731,644,4356,0.3,0
0.50102538149784,0.591722306128629,0.511989494110441,0.389203284249491,0.530368794809586,0.818439822456832,0.372198108520585,0.53440010571186,0.268297767356859,0.501712136150274,0.0492476821601232,0.606636317474431,0.0471215698430495,0.56842882581881,0.0291621334478037,0.637896359203982,0.0500159395037644,656,4344,0.3,0
0.494774987209362,0.583980353954807,0.717110953338146,0.68783803104144,0.559833930169894,0.910104503586257,0.361758299811489,0.545459618835338,0.257554492527229,0.482430946818951,0.0526354773126493,0.576688999391488,0.049749383396867,0.472493643762526,0.0281953458097407,0.569428861064775,0.0527906322638865,587,4413,0.3,0
0.504121140316468,0.600474629657967,0.588552327681368,0.894814942148001,0.490164571064026,0.95424474503892,0.291537740316374,0.379797987731614,0.214977506370532,0.501299484971519,0.0505165416946005,0.590879252632704,0.0475359879512115,0.559140697386424,0.0286370301811486,0.605056551663467,0.0507776229205601,669,4331,0.3,0
0.504806908873446,0.59638866012807,0.682048813410933,0.881256566027434,0.414795186094769,0.638957926635692,0.367787179517007,0.519725749695434,0.277025484561858,0.536064686877872,0.0506314606295487,0.622020983399518,0.0478425668773957,0.561187504396432,0.02892738758265,0.613798255900549,0.0507180543764535,654,4346,0.3,0
0.493466614697774,0.58527910601402,0.156996772314285,0.351383414004193,0.237902699875535,0.75110476584754,0.346214989621523,0.459689358018001,0.261870308943802,0.506149307784995,0.0502100317955859,0.613292611604988,0.0487040789215215,0.572499149020403,0.0286118629586505,0.632586290386303,0.0519910434344597,619,4381,0.3,0
0.495835904380408,0.567272662018546,0.973002877538944,0.788318828475859,0.678524253036635,0.734417177111497,0.398799472874602,0.559769649773957,0.274617199550267,0.524655557789238,0.0523710985636617,0.602799424771339,0.0491151564766089,0.518534826832956,0.0296668085061323,0.59286266541208,0.0524209943814319,654,4346,0.3,0
0.500586806995216,0.607356039567779,-0.707307742102857,-0.612750105131161,-0.254605008859689,0.549633863050512,0.416339618955474,0.532350937666617,0.284188213417769,0.441220558336412,0.046331698202719,0.482734442105676,0.0451476926562843,0.442752038945818,0.0270840205936297,0.504692666286451,0.048699887447499,654,4346,0.3,0
0.503190130370598,0.563883113565412,0.65150883882042,0.635328088437903,0.72165867587019,0.798724004360755,0.327317065506254,0.430731424988945,0.243707944971997,0.617774228748107,0.0478238208713091,0.664366996031975,0.0473959183244904,0.631723779176444,0.0283807511889675,0.649389257766704,0.050595726157792,647,4353,0.3,0
0.498235694009143,0.589398574726383,0.618914967590786,0.901275288906747,0.700377870351604,0.787319913380773,0.315934729835103,0.38574206567519,0.257206206165368,0.562582555174497,0.0533762779128346,0.639883675071348,0.0472658120048254,0.56897771952473,0.0290253778274901,0.619516012222266,0.0504041314326356,666,4334,0.3,0
0.50212786562562,0.577250044671749,0.799522272356433,0.686825512822718,0.73074843001486,0.854798697218994,0.389433657023306,0.58459868427507,0.266167907528745,0.596149952853473,0.0468326103075271,0.644568229982035,0.046906243586388,0.632692537433235,0.0285456859134218,0.666317491473807,0.0500537056653685,670,4330,0.3,0
0.493751328865753,0.605809953729205,0.828312364244834,0.304843487880935,0.743161374402501,0.704709775677299,0.440515670257499,0.599500745378443,0.301934159529584,0.424945342648331,0.0521792802482606,0.559461218479082,0.0504726255445733,0.427459181668553,0.0292886333538666,0.557041971701116,0.0541649434011271,620,4380,0.3,0
