"true_te","true_att","rd_optimal","rd_half","rd_double","rd_bandwidth","rd_optimal_se","rd_half_se","rd_double_se","cf_ate","cf_ate_se","cf_att","cf_att_se","cf_hybrid_ate","cf_hybrid_ate_se","cf_hybrid_att","cf_hybrid_att_se","n_treated","n_control","het_slope","latent_corr"
0.516251381681096,0.596332830019344,0.460642133855656,0.368885894907587,0.424433582963144,0.681801658532365,0.305706303337784,0.433972891939057,0.227248870373629,0.61882560476598,0.04721093751624,0.666057903030715,0.0453761297185697,0.568220407203908,0.0270310931870557,0.613331523272757,0.0488486338444405,673,4327,0.3,0.2
0.492802173406259,0.58830959913619,1.0805549363377,0.833057003571283,1.05859553490782,0.966151094384188,0.302105000766457,0.394863571464468,0.238718336504792,0.668099482412041,0.0485595419286275,0.735693668556951,0.0477766695087639,0.63358478284437,0.0288420474822653,0.661231041140818,0.0515355037673566,641,4359,0.3,0.2
0.507151568283228,0.594160827588022,1.00368530237502,1.00763826241155,1.00227034991117,0.716396937408463,0.35614631102269,0.54765499309417,0.274051283018685,0.705288523076808,0.0516453939696424,0.764361701586037,0.0476648746826564,0.641997746049698,0.0295445974794654,0.704928977957136,0.0511357671113119,640,4360,0.3,0.2
0.488711258912944,0.576632973195956,0.772615839154314,0.32502625410552,0.557789697705543,0.835683800399344,0.362497359640291,0.438839321476444,0.262801735105888,0.612322921068045,0.049848787421996,0.693319920390493,0.0482528524473672,0.585669077851662,0.0285542726373353,0.624527341081311,0.0511901258804803,613,4387,0.3,0.2
0.496428168023464,0.592106435024075,0.451267789834334,0.176877597933445,0.381782328971963,0.664693987993698,0.317468197069076,0.389637050104221,0.250420657244385,0.626088270568858,0.0501386439204071,0.678982894320097,0.0483673312793998,0.54737896691342,0.0279427834338022,0.587635113960167,0.0512722611124423,651,4349,0.3,0.2
0.50996204537423,0.595296271292407,0.664527860022696,0.591338687351965,0.521483134598369,0.726584290369096,0.353693655095051,0.525534105000852,0.270078495256319,0.554740981515228,0.0485666274711775,0.651435732482599,0.0472664436382066,0.504786177246584,0.0284714892927275,0.592672577125783,0.0506931471741921,662,4338,0.3,0.2
0.495991388624658,0.588767277263978,-0.0235891291831315,-0.0879664866638447,0.129753716368298,0.56978333214609,0.402298717159278,0.567538514597002,0.282100473464402,0.582500843573109,0.0495443889204671,0.655781410096616,0.0470065881698277,0.550302900548621,0.0280600202239923,0.616236654662042,0.0497961066362269,672,4328,0.3,0.2
0.500445495135089,0.603479178747924,0.790800721477867,1.01610846514875,0.785845237496667,0.767246012537976,0.35991508527103,0.542193837258219,0.245616541415517,0.586727153352652,0.0486765227651557,0.721162081514294,0.0471877358485786,0.593169150356463,0.0282162698714406,0.651029509245659,0.0502166307629671,673,4327,0.3,0.2
0.499718088815732,0.607170706218579,0.178107592651806,-0.00823322952843121,0.628616099728375,0.508639290907987,0.429123361323409,0.53491490788428,0.29430117529552,0.669659358679249,0.0510576709989567,0.760927843990991,0.0476875109850393,0.65058227790762,0.0291044200853618,0.678290077729851,0.0511358131628505,625,4375,0.3,0.2
0.501936698129847,0.593462995026088,1.13972637081613,1.61208483800095,0.936558870026206,0.647057429328966,0.37116406127805,0.538729057147821,0.274125338301999,0.585305463443777,0.0506962502071197,0.659934638326862,0.0479234982264814,0.516070232339381,0.0289455099764268,0.59436395444045,0.0515138932153332,634,4366,0.3,0.2
0.499076770917677,0.597449802386904,0.0917975832701078,-0.45276381848358,0.274873861526808,0.714081025301832,0.406488193303183,0.540931828344374,0.289609481514628,0.628345458547539,0.0526436299625341,0.66248147820617,0.0470072579717946,0.552937364292503,0.0293314552994784,0.586242712434278,0.0504975582630943,670,4330,0.3,0.2
0.498199019962234,0.575318274506076,0.95261804187489,0.913029903907845,0.636658240029337,0.590926618289006,0.346918063576213,0.462130611921752,0.271595407709096,0.51709526072658,0.0511762653545334,0.583976587337632,0.0487878383000148,0.464850773231369,0.0333056942042732,0.501028848087682,0.0518937166793596,644,4356,0.3,0.2
0.502271175808462,0.572700981166498,0.677188630442249,0.472598149084148,0.859744621915856,0.863184654397231,0.339625519536529,0.516763285509704,0.243273867487152,0.623206922727251,0.0491897969172266,0.690608698607904,0.0472912050418249,0.547489099789719,0.0286404303698196,0.60424950747205,0.0506895693116255,653,4347,0.3,0.2
0.500995058185224,0.575627293497377,0.364862933335447,-0.054171814418102,0.60416871684674,0.593100012907249,0.397518584951156,0.603635107107904,0.299582117269951,0.547001673940578,0.0520228125918071,0.606339359647954,0.0482578070299777,0.458784248269845,0.0308548988822084,0.535167163506367,0.0510672808732563,627,4373,0.3,0.2
0.501843351936723,0.594683698632695,0.905908543611743,1.28692710743704,0.822103643495033,0.695640343081128,0.335008441877375,0.484891887996977,0.258347434230367,0.522710917794559,0.0523426318789982,0.599992706348013,0.0498664442679985,0.474974173936867,0.0295202394542381,0.533482411659704,0.0525621636764093,653,4347,0.3,0.2
0.498948148097412,0.603186320135966,1.20026428998657,1.91712966671107,0.927260802664249,0.725770735729443,0.368340553889059,0.548289093752218,0.266930606905906,0.518113142559391,0.0501910321943303,0.608059994750804,0.0484211490684316,0.445362676853189,0.0291687976022135,0.498424147263415,0.0518124456820823,623,4377,0.3,0.2
0.501096409458797,0.588326497441536,0.585733265388858,0.504773772274039,0.676213987837634,0.798519891916228,0.335243108405762,0.450154635393926,0.244893996719011,0.570656110769737,0.0454816134063344,0.652809366353421,0.0450200487976801,0.520009081305516,0.0325555281647236,0.568405639992004,0.048725304096797,666,4334,0.3,0.2
0.506402925621742,0.582105536000182,0.0777703236733453,0.394456994407522,0.343827453266302,0.704340262185445,0.320881715830346,0.43273032132362,0.237970610661671,0.558022553706685,0.0506579027662772,0.655379094395059,0.0490008612334702,0.569818259148556,0.0290755815049916,0.592401367706866,0.052310068643905,646,4354,0.3,0.2
0.489751030634496,0.571842632217822,0.869917511440791,0.74635555623342,0.890174803690596,0.81212834330829,0.362048762631381,0.608030623916699,0.276504372810194,0.609361743418454,0.0480167644134174,0.68970689849904,0.0481029226417219,0.556217470100838,0.0279758358282371,0.622609737932796,0.0512746507899147,641,4359,0.3,0.2
0.507326189139021,0.604405717597986,0.432687831713744,0.154853803100453,0.393464490208652,0.811820769096642,0.305705455502438,0.429110187929197,0.227855138183906,0.527376285371532,0.0493453348201824,0.648597839599908,0.0486142873499897,0.475120770097815,0.0282022446482088,0.582772473794818,0.0519853672649161,645,4355,0.3,0.2
0.498572774331272,0.585637408982774,0.582010012759503,0.836766844433218,0.475082736175679,0.791503220372501,0.342286044219856,0.464667023584441,0.255002360637366,0.519998963299205,0.0526309563218721,0.591432802359077,0.0489302013663811,0.48016493934907,0.0291789038147358,0.513345190940067,0.0522415311300946,668,4332,0.3,0.2
0.497958304558647,0.609667245499316,0.438879083939071,-0.349755378036586,0.650489991429842,0.763510016326092,0.381559670611133,0.605091894655613,0.258475807031099,0.607888598842501,0.0513348957756448,0.722280579223266,0.0463657041110123,0.609056174018561,0.0308421196497461,0.670009208992087,0.0505012939767143,673,4327,0.3,0.2
0.502111324096503,0.581654258988383,0.182415039924687,0.143251466852833,0.299190352208216,0.782715498211909,0.387664502509663,0.525202714713355,0.275135641627309,0.538122117249463,0.0490401393106825,0.629370798964217,0.0487026543228806,0.514845100908263,0.0291576588120639,0.569901169947854,0.0513631116617768,649,4351,0.3,0.2
0.498814585744754,0.585372891005662,1.6070043537088,1.57696028976475,1.11485320724598,0.606013928505394,0.543395499323835,0.766301891912834,0.336170502987238,0.679572480817671,0.050374456685836,0.744213331773189,0.048784375404154,0.579419430009424,0.0286050656948948,0.654537257040901,0.0522167184565684,589,4411,0.3,0.2
0.493179460476582,0.581089853896191,0.953247030057044,0.978278369409219,0.805872748001845,0.611031086165152,0.406565926307194,0.546601445133001,0.280234221538384,0.624500282497855,0.0484814680019655,0.673584495339771,0.0476281596226464,0.591173965477617,0.0287778420043993,0.589705747994103,0.0506849342704815,661,4339,0.3,0.2
0.497021918774381,0.565186216011326,0.279042962387473,0.327164620636968,0.262773644420885,0.8466266226089,0.336426981111881,0.545048440699849,0.254881906114996,0.548055225509163,0.0505001074912814,0.617273129819408,0.0489248704673429,0.535739978408248,0.0297512565245582,0.557124180005119,0.0514629961468731,604,4396,0.3,0.2
0.499412084759709,0.601832288904112,0.611910670902708,0.177066623446793,0.526257960165105,1.03087742156215,0.297302946740944,0.472133612203283,0.222777313481482,0.493640073147269,0.0503818378362233,0.631126525827993,0.0483190102362213,0.467171836719871,0.0294202357561892,0.559493185484022,0.0512454674538921,640,4360,0.3,0.2
0.50875368704118,0.58401149195039,0.505590945186617,0.373818687867261,0.466449724130592,0.777150718679416,0.397788195515768,0.564853280490217,0.27272130732534,0.59647183183155,0.0486214449512834,0.668834445138687,0.0464447776956082,0.56201432518373,0.0275344710393184,0.591668024689305,0.0500239490061947,664,4336,0.3,0.2
0.502356673140164,0.58538753236304,0.817023502772653,0.789378264831002,0.83139449963933,0.742946374736642,0.293295742104526,0.381356326252908,0.245156135698027,0.641603927358294,0.050519101696265,0.741879128931615,0.0476550356545641,0.56441158537306,0.027839341945082,0.661710261348271,0.0504344515820919,618,4382,0.3,0.2
0.501599837577659,0.59580812577603,0.497878111852746,0.275879974865554,0.606051759103897,0.897885955723787,0.263492023604203,0.326924108554345,0.216981931662075,0.534572606817667,0.0502579398467856,0.68523950290285,0.0489298872232219,0.519061508077153,0.0277395578692698,0.639954244760333,0.052076577375298,646,4354,0.3,0.2
0.500829184088884,0.600795790162922,1.19467244144457,1.04107253082492,1.07614716283178,0.910426260191145,0.406318801729165,0.598075750609136,0.290996189460548,0.747477669039003,0.0511169510747709,0.83261762921624,0.0498460602293266,0.728681648989912,0.0297658081152862,0.776527099896619,0.0528842704392818,612,4388,0.3,0.2
0.504275478192957,0.600538427090789,1.23745856854358,1.512913421179,0.993379878857171,0.729153165624461,0.394168728599592,0.528817442192025,0.290667360755312,0.577514860403172,0.0506535615185896,0.685786236404685,0.0486698021998007,0.556140723140628,0.0298073221851859,0.629287488710075,0.0517099795571939,612,4388,0.3,0.2
0.50153105096517,0.589600629092071,0.205863745367166,0.117191182156293,0.215267468123973,0.788195880178852,0.35090390020442,0.517258804496906,0.26326402841429,0.593724137720061,0.0480940454070439,0.671220660549385,0.0462780661876416,0.547600027766343,0.0280268499276751,0.584250505214788,0.049685545915497,635,4365,0.3,0.2
0.500566457877502,0.595131702076491,-0.16193044527447,-0.141735529912981,-0.0543115636453796,0.745015647065752,0.320552223481499,0.438337426830494,0.248354366123081,0.493701868925774,0.0460513444856784,0.611149389464935,0.0454115692766668,0.475141458748445,0.027308962647519,0.563590590960085,0.048269699028534,679,4321,0.3,0.2
0.495750757168291,0.584716956523717,0.460893191821738,0.418991876445186,0.31913423205666,0.870533384907696,0.339343169991288,0.507404647597879,0.246398561152837,0.514631668483429,0.0533243283420317,0.604696763045872,0.0494063931004067,0.470568939657946,0.0291740760236564,0.575441296765704,0.0523298560799498,595,4405,0.3,0.2
0.50154138957682,0.585874706073229,0.602856170082804,0.930024441791027,0.484314287586708,0.734646069727141,0.447935370942939,0.623421946534213,0.304725491839478,0.553385528335368,0.0476166372066142,0.661828954883128,0.0471504748917744,0.529243582923836,0.028403523628089,0.57666705712464,0.0506106725653788,683,4317,0.3,0.2
0.505077715902374,0.591794175583371,0.459580362141038,0.482574961793896,0.455498556464447,0.741971667908679,0.355805441890149,0.426449840523009,0.260749145733067,0.606201862239482,0.0521465760498662,0.684816364282188,0.0503425668919345,0.542360632726851,0.0295758930162885,0.578766922591819,0.0540421588180509,629,4371,0.3,0.2
